report_investigation_date,county,age_group,sex,case_count
2020-04-24 00:00:00,BARTHOLOMEW,80+,F,1
2020-04-25 00:00:00,BARTHOLOMEW,80+,F,4
2020-04-26 00:00:00,BARTHOLOMEW,80+,F,11
2020-04-27 00:00:00,BARTHOLOMEW,80+,F,1
2020-05-04 00:00:00,BARTHOLOMEW,80+,F,3
2020-05-05 00:00:00,BARTHOLOMEW,80+,F,1
2020-05-06 00:00:00,BARTHOLOMEW,80+,F,1
2020-04-03 00:00:00,BARTHOLOMEW,0-19,M,1
2020-04-26 00:00:00,BARTHOLOMEW,0-19,M,1
2020-04-29 00:00:00,BARTHOLOMEW,0-19,M,1
2020-04-30 00:00:00,BARTHOLOMEW,0-19,M,1
2020-05-02 00:00:00,BARTHOLOMEW,0-19,M,1
2020-03-21 00:00:00,BARTHOLOMEW,20-29,M,1
2020-04-03 00:00:00,BARTHOLOMEW,20-29,M,1
2020-04-06 00:00:00,BARTHOLOMEW,20-29,M,1
2020-04-08 00:00:00,BARTHOLOMEW,20-29,M,1
2020-04-10 00:00:00,BARTHOLOMEW,20-29,M,1
2020-04-16 00:00:00,BARTHOLOMEW,20-29,M,1
2020-05-01 00:00:00,BARTHOLOMEW,20-29,M,2
2020-05-04 00:00:00,BARTHOLOMEW,20-29,M,3
2020-05-05 00:00:00,BARTHOLOMEW,20-29,M,1
2020-05-07 00:00:00,BARTHOLOMEW,20-29,M,2
2020-03-25 00:00:00,BARTHOLOMEW,30-39,M,1
2020-04-03 00:00:00,BARTHOLOMEW,30-39,M,1
2020-04-04 00:00:00,BARTHOLOMEW,30-39,M,1
2020-04-08 00:00:00,BARTHOLOMEW,30-39,M,2
2020-04-18 00:00:00,BARTHOLOMEW,30-39,M,1
2020-04-21 00:00:00,BARTHOLOMEW,30-39,M,3
2020-04-22 00:00:00,BARTHOLOMEW,30-39,M,3
2020-04-25 00:00:00,BARTHOLOMEW,30-39,M,2
2020-04-26 00:00:00,BARTHOLOMEW,30-39,M,2
2020-04-27 00:00:00,BARTHOLOMEW,30-39,M,1
2020-05-01 00:00:00,BARTHOLOMEW,30-39,M,1
2020-05-04 00:00:00,BARTHOLOMEW,30-39,M,3
2020-05-07 00:00:00,BARTHOLOMEW,30-39,M,2
2020-04-02 00:00:00,BARTHOLOMEW,40-49,M,1
2020-04-03 00:00:00,BARTHOLOMEW,40-49,M,1
2020-04-07 00:00:00,BARTHOLOMEW,40-49,M,1
2020-04-08 00:00:00,BARTHOLOMEW,40-49,M,1
2020-04-10 00:00:00,BARTHOLOMEW,40-49,M,2
2020-04-16 00:00:00,BARTHOLOMEW,40-49,M,2
2020-04-21 00:00:00,BARTHOLOMEW,40-49,M,2
2020-04-22 00:00:00,BARTHOLOMEW,40-49,M,1
2020-04-23 00:00:00,BARTHOLOMEW,40-49,M,1
2020-04-24 00:00:00,BARTHOLOMEW,40-49,M,4
2020-04-26 00:00:00,BARTHOLOMEW,40-49,M,2
2020-04-27 00:00:00,BARTHOLOMEW,40-49,M,1
2020-05-04 00:00:00,BARTHOLOMEW,40-49,M,1
2020-05-05 00:00:00,BARTHOLOMEW,40-49,M,1
2020-05-07 00:00:00,BARTHOLOMEW,40-49,M,1
2020-05-08 00:00:00,BARTHOLOMEW,40-49,M,1
2020-03-28 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-02 00:00:00,BARTHOLOMEW,50-59,M,2
2020-04-03 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-07 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-08 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-12 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-18 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-19 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-22 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-23 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-24 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-29 00:00:00,BARTHOLOMEW,50-59,M,1
2020-05-04 00:00:00,BARTHOLOMEW,50-59,M,6
2020-05-05 00:00:00,BARTHOLOMEW,50-59,M,1
2020-05-08 00:00:00,BARTHOLOMEW,50-59,M,1
2020-04-01 00:00:00,BARTHOLOMEW,60-69,M,1
2020-04-02 00:00:00,BARTHOLOMEW,60-69,M,1
2020-04-04 00:00:00,BARTHOLOMEW,60-69,M,1
2020-04-07 00:00:00,BARTHOLOMEW,60-69,M,1
2020-04-08 00:00:00,BARTHOLOMEW,60-69,M,2
2020-04-10 00:00:00,BARTHOLOMEW,60-69,M,3
2020-04-16 00:00:00,BARTHOLOMEW,60-69,M,2
2020-04-17 00:00:00,BARTHOLOMEW,60-69,M,1
2020-04-21 00:00:00,BARTHOLOMEW,60-69,M,1
2020-04-22 00:00:00,BARTHOLOMEW,60-69,M,1
2020-04-24 00:00:00,BARTHOLOMEW,60-69,M,1
2020-05-05 00:00:00,BARTHOLOMEW,60-69,M,1
2020-05-07 00:00:00,BARTHOLOMEW,60-69,M,1
2020-05-08 00:00:00,BARTHOLOMEW,60-69,M,1
2020-03-15 00:00:00,BARTHOLOMEW,70-79,M,1
2020-04-08 00:00:00,BARTHOLOMEW,70-79,M,1
2020-04-10 00:00:00,BARTHOLOMEW,70-79,M,2
2020-04-14 00:00:00,BARTHOLOMEW,70-79,M,1
2020-04-15 00:00:00,BARTHOLOMEW,70-79,M,1
2020-04-16 00:00:00,BARTHOLOMEW,70-79,M,2
2020-04-18 00:00:00,BARTHOLOMEW,70-79,M,1
2020-04-22 00:00:00,BARTHOLOMEW,70-79,M,1
2020-04-23 00:00:00,BARTHOLOMEW,70-79,M,1
2020-04-26 00:00:00,BARTHOLOMEW,70-79,M,3
2020-05-01 00:00:00,BARTHOLOMEW,70-79,M,1
2020-05-04 00:00:00,BARTHOLOMEW,70-79,M,1
2020-04-07 00:00:00,BARTHOLOMEW,80+,M,1
2020-04-16 00:00:00,BARTHOLOMEW,80+,M,1
2020-04-18 00:00:00,BARTHOLOMEW,80+,M,1
2020-04-23 00:00:00,BARTHOLOMEW,80+,M,1
2020-04-24 00:00:00,BARTHOLOMEW,80+,M,5
2020-04-26 00:00:00,BARTHOLOMEW,80+,M,4
2020-04-27 00:00:00,BARTHOLOMEW,80+,M,1
2020-04-29 00:00:00,BARTHOLOMEW,80+,M,1
2020-04-23 00:00:00,BARTHOLOMEW,20-29,Unknown,1
2020-04-22 00:00:00,BARTHOLOMEW,40-49,Unknown,1
2020-04-23 00:00:00,BARTHOLOMEW,40-49,Unknown,1
2020-04-03 00:00:00,BARTHOLOMEW,50-59,Unknown,1
2020-04-07 00:00:00,BARTHOLOMEW,60-69,Unknown,1
2020-05-06 00:00:00,BENTON,0-19,F,1
2020-04-28 00:00:00,BENTON,20-29,F,1
2020-04-27 00:00:00,BENTON,30-39,F,1
2020-04-23 00:00:00,BENTON,50-59,F,1
2020-04-11 00:00:00,BENTON,20-29,M,1
2020-05-06 00:00:00,BENTON,20-29,M,1
2020-04-14 00:00:00,BENTON,30-39,M,1
2020-04-24 00:00:00,BENTON,30-39,M,1
2020-05-01 00:00:00,BENTON,40-49,M,1
2020-04-11 00:00:00,BENTON,50-59,M,1
2020-05-02 00:00:00,BENTON,50-59,M,1
2020-04-15 00:00:00,BENTON,70-79,M,1
2020-05-05 00:00:00,BLACKFORD,20-29,F,1
2020-05-07 00:00:00,BLACKFORD,20-29,F,1
2020-04-05 00:00:00,BLACKFORD,30-39,F,1
2020-04-13 00:00:00,BLACKFORD,30-39,F,1
2020-04-23 00:00:00,BLACKFORD,30-39,F,1
2020-04-03 00:00:00,BLACKFORD,40-49,F,1
2020-04-01 00:00:00,BLACKFORD,50-59,F,1
2020-04-28 00:00:00,BLACKFORD,20-29,M,1
2020-05-04 00:00:00,BLACKFORD,20-29,M,1
2020-05-05 00:00:00,BLACKFORD,20-29,M,1
2020-04-04 00:00:00,BLACKFORD,40-49,M,1
2020-05-01 00:00:00,BLACKFORD,40-49,M,1
2020-04-10 00:00:00,BLACKFORD,60-69,M,1
2020-04-21 00:00:00,BOONE,0-19,F,1
2020-04-22 00:00:00,BOONE,0-19,F,1
2020-03-25 00:00:00,BOONE,20-29,F,1
2020-03-31 00:00:00,BOONE,20-29,F,1
2020-04-03 00:00:00,BOONE,20-29,F,2
2020-04-04 00:00:00,BOONE,20-29,F,1
2020-04-05 00:00:00,BOONE,20-29,F,1
2020-04-06 00:00:00,BOONE,20-29,F,1
2020-04-21 00:00:00,BOONE,20-29,F,1
2020-04-22 00:00:00,BOONE,20-29,F,1
2020-05-01 00:00:00,BOONE,20-29,F,1
2020-05-05 00:00:00,BOONE,20-29,F,1
2020-05-07 00:00:00,BOONE,20-29,F,1
2020-03-29 00:00:00,BOONE,30-39,F,2
2020-03-30 00:00:00,BOONE,30-39,F,1
2020-04-01 00:00:00,BOONE,30-39,F,1
2020-04-03 00:00:00,BOONE,30-39,F,1
2020-04-10 00:00:00,BOONE,30-39,F,1
2020-04-13 00:00:00,BOONE,30-39,F,1
2020-04-14 00:00:00,BOONE,30-39,F,2
2020-04-21 00:00:00,BOONE,30-39,F,1
2020-04-24 00:00:00,BOONE,30-39,F,1
2020-05-04 00:00:00,BOONE,30-39,F,1
2020-03-24 00:00:00,BOONE,40-49,F,1
2020-03-29 00:00:00,BOONE,40-49,F,1
2020-03-31 00:00:00,BOONE,40-49,F,1
2020-04-03 00:00:00,BOONE,40-49,F,2
2020-04-05 00:00:00,BOONE,40-49,F,2
2020-04-06 00:00:00,BOONE,40-49,F,2
2020-04-08 00:00:00,BOONE,40-49,F,1
2020-04-11 00:00:00,BOONE,40-49,F,1
2020-04-13 00:00:00,BOONE,40-49,F,1
2020-04-16 00:00:00,BOONE,40-49,F,1
2020-04-17 00:00:00,BOONE,40-49,F,2
2020-04-22 00:00:00,BOONE,40-49,F,1
2020-05-07 00:00:00,BOONE,40-49,F,1
2020-03-10 00:00:00,BOONE,50-59,F,1
2020-03-25 00:00:00,BOONE,50-59,F,1
2020-03-28 00:00:00,BOONE,50-59,F,1
2020-03-29 00:00:00,BOONE,50-59,F,1
2020-04-03 00:00:00,BOONE,50-59,F,2
2020-04-05 00:00:00,BOONE,50-59,F,1
2020-04-09 00:00:00,BOONE,50-59,F,1
2020-04-10 00:00:00,BOONE,50-59,F,1
2020-04-11 00:00:00,BOONE,50-59,F,1
2020-04-16 00:00:00,BOONE,50-59,F,1
2020-04-23 00:00:00,BOONE,50-59,F,1
2020-04-30 00:00:00,BOONE,50-59,F,1
2020-05-01 00:00:00,BOONE,50-59,F,1
2020-05-06 00:00:00,BOONE,50-59,F,1
2020-03-21 00:00:00,BOONE,60-69,F,1
2020-03-29 00:00:00,BOONE,60-69,F,1
2020-04-04 00:00:00,BOONE,60-69,F,2
2020-04-05 00:00:00,BOONE,60-69,F,1
2020-04-06 00:00:00,BOONE,60-69,F,2
2020-04-07 00:00:00,BOONE,60-69,F,1
2020-04-10 00:00:00,BOONE,60-69,F,1
2020-04-11 00:00:00,BOONE,60-69,F,1
2020-04-13 00:00:00,BOONE,60-69,F,1
2020-04-15 00:00:00,BOONE,60-69,F,1
2020-04-23 00:00:00,BOONE,60-69,F,1
2020-05-01 00:00:00,BOONE,60-69,F,2
2020-05-03 00:00:00,BOONE,60-69,F,1
2020-05-04 00:00:00,BOONE,60-69,F,1
2020-04-02 00:00:00,BOONE,70-79,F,1
2020-04-08 00:00:00,BOONE,70-79,F,2
2020-04-10 00:00:00,BOONE,70-79,F,1
2020-04-13 00:00:00,BOONE,70-79,F,3
2020-04-14 00:00:00,BOONE,70-79,F,1
2020-04-15 00:00:00,BOONE,70-79,F,2
2020-04-16 00:00:00,BOONE,70-79,F,1
2020-04-19 00:00:00,BOONE,70-79,F,1
2020-04-22 00:00:00,BOONE,70-79,F,1
2020-04-24 00:00:00,BOONE,70-79,F,1
2020-04-02 00:00:00,BOONE,80+,F,2
2020-04-03 00:00:00,BOONE,80+,F,1
2020-04-05 00:00:00,BOONE,80+,F,1
2020-04-07 00:00:00,BOONE,80+,F,1
2020-04-08 00:00:00,BOONE,80+,F,2
2020-04-09 00:00:00,BOONE,80+,F,1
2020-04-10 00:00:00,BOONE,80+,F,3
2020-04-11 00:00:00,BOONE,80+,F,1
2020-04-13 00:00:00,BOONE,80+,F,10
2020-04-14 00:00:00,BOONE,80+,F,1
2020-04-16 00:00:00,BOONE,80+,F,1
2020-04-17 00:00:00,BOONE,80+,F,2
2020-04-19 00:00:00,BOONE,80+,F,1
2020-04-20 00:00:00,BOONE,80+,F,1
2020-04-21 00:00:00,BOONE,80+,F,1
2020-04-22 00:00:00,BOONE,80+,F,1
2020-04-24 00:00:00,BOONE,80+,F,2
2020-04-26 00:00:00,BOONE,80+,F,1
2020-05-01 00:00:00,BOONE,80+,F,1
2020-05-02 00:00:00,BOONE,80+,F,1
2020-04-21 00:00:00,BOONE,0-19,M,1
2020-03-31 00:00:00,BOONE,20-29,M,2
2020-04-20 00:00:00,BOONE,20-29,M,1
2020-05-08 00:00:00,BOONE,20-29,M,1
2020-03-30 00:00:00,BOONE,30-39,M,1
2020-04-01 00:00:00,BOONE,30-39,M,1
2020-04-03 00:00:00,BOONE,30-39,M,1
2020-04-04 00:00:00,BOONE,30-39,M,1
2020-04-09 00:00:00,BOONE,30-39,M,1
2020-05-04 00:00:00,BOONE,30-39,M,1
2020-05-08 00:00:00,BOONE,30-39,M,1
2020-03-29 00:00:00,BOONE,40-49,M,1
2020-03-31 00:00:00,BOONE,40-49,M,2
2020-04-02 00:00:00,BOONE,40-49,M,1
2020-04-03 00:00:00,BOONE,40-49,M,1
2020-04-04 00:00:00,BOONE,40-49,M,2
2020-04-06 00:00:00,BOONE,40-49,M,1
2020-04-09 00:00:00,BOONE,40-49,M,1
2020-04-13 00:00:00,BOONE,40-49,M,2
2020-04-16 00:00:00,BOONE,40-49,M,1
2020-04-23 00:00:00,BOONE,40-49,M,1
2020-04-29 00:00:00,BOONE,40-49,M,1
2020-05-08 00:00:00,BOONE,40-49,M,1
2020-03-25 00:00:00,BOONE,50-59,M,1
2020-03-28 00:00:00,BOONE,50-59,M,1
2020-03-29 00:00:00,BOONE,50-59,M,1
2020-03-31 00:00:00,BOONE,50-59,M,1
2020-04-02 00:00:00,BOONE,50-59,M,2
2020-04-06 00:00:00,BOONE,50-59,M,2
2020-04-07 00:00:00,BOONE,50-59,M,1
2020-04-10 00:00:00,BOONE,50-59,M,1
2020-04-13 00:00:00,BOONE,50-59,M,1
2020-04-15 00:00:00,BOONE,50-59,M,2
2020-04-18 00:00:00,BOONE,50-59,M,1
2020-04-20 00:00:00,BOONE,50-59,M,1
2020-04-21 00:00:00,BOONE,50-59,M,1
2020-04-23 00:00:00,BOONE,50-59,M,1
2020-05-01 00:00:00,BOONE,50-59,M,2
2020-05-04 00:00:00,BOONE,50-59,M,1
2020-05-08 00:00:00,BOONE,50-59,M,1
2020-03-27 00:00:00,BOONE,60-69,M,1
2020-03-28 00:00:00,BOONE,60-69,M,2
2020-04-01 00:00:00,BOONE,60-69,M,1
2020-04-04 00:00:00,BOONE,60-69,M,1
2020-04-06 00:00:00,BOONE,60-69,M,1
2020-04-09 00:00:00,BOONE,60-69,M,1
2020-04-10 00:00:00,BOONE,60-69,M,3
2020-04-13 00:00:00,BOONE,60-69,M,1
2020-04-14 00:00:00,BOONE,60-69,M,1
2020-04-16 00:00:00,BOONE,60-69,M,1
2020-04-27 00:00:00,BOONE,60-69,M,1
2020-05-01 00:00:00,BOONE,60-69,M,1
2020-05-06 00:00:00,BOONE,60-69,M,1
2020-04-02 00:00:00,BOONE,70-79,M,1
2020-04-05 00:00:00,BOONE,70-79,M,1
2020-04-08 00:00:00,BOONE,70-79,M,1
2020-04-09 00:00:00,BOONE,70-79,M,1
2020-04-10 00:00:00,BOONE,70-79,M,2
2020-04-11 00:00:00,BOONE,70-79,M,1
2020-04-13 00:00:00,BOONE,70-79,M,1
2020-04-14 00:00:00,BOONE,70-79,M,1
2020-04-29 00:00:00,BOONE,70-79,M,1
2020-05-01 00:00:00,BOONE,70-79,M,2
2020-05-04 00:00:00,BOONE,70-79,M,1
2020-04-02 00:00:00,BOONE,80+,M,1
2020-04-08 00:00:00,BOONE,80+,M,1
2020-04-11 00:00:00,BOONE,80+,M,1
2020-04-15 00:00:00,BOONE,80+,M,1
2020-04-16 00:00:00,BOONE,80+,M,2
2020-04-21 00:00:00,BOONE,80+,M,2
2020-04-22 00:00:00,BOONE,80+,M,1
2020-04-23 00:00:00,BOONE,80+,M,1
2020-04-30 00:00:00,BOONE,80+,M,1
2020-05-06 00:00:00,BOONE,80+,M,2
2020-05-08 00:00:00,BOONE,80+,M,1
2020-05-07 00:00:00,BOONE,Unknown,M,1
2020-05-04 00:00:00,BOONE,70-79,Unknown,1
2020-04-16 00:00:00,BOONE,80+,Unknown,2
2020-04-22 00:00:00,BROWN,40-49,F,1
2020-04-29 00:00:00,BROWN,40-49,F,1
2020-05-05 00:00:00,BROWN,40-49,F,2
2020-04-04 00:00:00,BROWN,50-59,F,2
2020-05-05 00:00:00,BROWN,50-59,F,2
2020-03-21 00:00:00,BROWN,60-69,F,1
2020-04-03 00:00:00,BROWN,60-69,F,1
2020-04-10 00:00:00,BROWN,60-69,F,2
2020-04-04 00:00:00,BROWN,70-79,F,1
2020-03-26 00:00:00,BROWN,30-39,M,1
2020-05-01 00:00:00,BROWN,30-39,M,1
2020-05-02 00:00:00,BROWN,30-39,M,1
2020-05-06 00:00:00,BROWN,40-49,M,1
2020-04-10 00:00:00,BROWN,50-59,M,1
2020-03-25 00:00:00,BROWN,60-69,M,1
2020-04-10 00:00:00,BROWN,60-69,M,1
2020-04-15 00:00:00,BROWN,60-69,M,1
2020-05-04 00:00:00,BROWN,60-69,M,1
2020-05-05 00:00:00,BROWN,60-69,M,1
2020-04-04 00:00:00,BROWN,70-79,M,1
2020-04-06 00:00:00,BROWN,80+,M,1
2020-05-03 00:00:00,CARROLL,20-29,F,2
2020-05-04 00:00:00,CARROLL,20-29,F,1
2020-05-05 00:00:00,CARROLL,20-29,F,1
2020-05-06 00:00:00,CARROLL,20-29,F,1
2020-04-10 00:00:00,CARROLL,30-39,F,1
2020-04-25 00:00:00,CARROLL,30-39,F,1
2020-05-01 00:00:00,CARROLL,30-39,F,1
2020-05-02 00:00:00,CARROLL,30-39,F,3
2020-05-03 00:00:00,CARROLL,30-39,F,1
2020-05-04 00:00:00,CARROLL,30-39,F,2
2020-04-25 00:00:00,CARROLL,40-49,F,1
2020-04-26 00:00:00,CARROLL,40-49,F,2
2020-04-27 00:00:00,CARROLL,40-49,F,1
2020-04-30 00:00:00,CARROLL,40-49,F,1
2020-05-02 00:00:00,CARROLL,40-49,F,2
2020-05-04 00:00:00,CARROLL,40-49,F,1
2020-05-08 00:00:00,CARROLL,40-49,F,1
2020-03-26 00:00:00,CARROLL,50-59,F,1
2020-04-03 00:00:00,CARROLL,50-59,F,1
2020-04-26 00:00:00,CARROLL,50-59,F,1
2020-05-02 00:00:00,CARROLL,50-59,F,1
2020-05-03 00:00:00,CARROLL,50-59,F,1
2020-04-19 00:00:00,CARROLL,60-69,F,1
2020-05-02 00:00:00,CARROLL,60-69,F,1
2020-05-03 00:00:00,CARROLL,60-69,F,1
2020-05-01 00:00:00,CARROLL,0-19,M,1
2020-05-07 00:00:00,CARROLL,0-19,M,1
2020-04-09 00:00:00,CARROLL,20-29,M,1
2020-04-25 00:00:00,CARROLL,20-29,M,2
2020-04-26 00:00:00,CARROLL,20-29,M,1
2020-05-02 00:00:00,CARROLL,20-29,M,1
2020-05-03 00:00:00,CARROLL,20-29,M,2
2020-04-13 00:00:00,CARROLL,30-39,M,1
2020-05-02 00:00:00,CARROLL,30-39,M,2
2020-05-03 00:00:00,CARROLL,30-39,M,3
2020-05-07 00:00:00,CARROLL,30-39,M,1
2020-04-24 00:00:00,CARROLL,40-49,M,1
2020-04-25 00:00:00,CARROLL,40-49,M,1
2020-04-29 00:00:00,CARROLL,40-49,M,1
2020-05-02 00:00:00,CARROLL,40-49,M,2
2020-05-03 00:00:00,CARROLL,40-49,M,4
2020-04-23 00:00:00,CARROLL,50-59,M,1
2020-04-26 00:00:00,CARROLL,50-59,M,1
2020-04-28 00:00:00,CARROLL,50-59,M,1
2020-04-29 00:00:00,CARROLL,50-59,M,1
2020-05-02 00:00:00,CARROLL,50-59,M,4
2020-05-03 00:00:00,CARROLL,50-59,M,1
2020-05-07 00:00:00,CARROLL,50-59,M,1
2020-03-29 00:00:00,CARROLL,60-69,M,1
2020-05-02 00:00:00,CARROLL,60-69,M,2
2020-05-03 00:00:00,CARROLL,60-69,M,1
2020-05-04 00:00:00,CARROLL,70-79,M,1
2020-04-18 00:00:00,CASS,0-19,F,1
2020-04-20 00:00:00,CASS,0-19,F,1
2020-04-21 00:00:00,CASS,0-19,F,1
2020-04-24 00:00:00,CASS,0-19,F,3
2020-04-25 00:00:00,CASS,0-19,F,2
2020-04-26 00:00:00,CASS,0-19,F,5
2020-04-29 00:00:00,CASS,0-19,F,2
2020-04-30 00:00:00,CASS,0-19,F,4
2020-05-01 00:00:00,CASS,0-19,F,1
2020-05-02 00:00:00,CASS,0-19,F,3
2020-05-03 00:00:00,CASS,0-19,F,2
2020-05-04 00:00:00,CASS,0-19,F,3
2020-05-05 00:00:00,CASS,0-19,F,5
2020-05-06 00:00:00,CASS,0-19,F,1
2020-04-16 00:00:00,CASS,20-29,F,1
2020-04-18 00:00:00,CASS,20-29,F,1
2020-04-19 00:00:00,CASS,20-29,F,1
2020-04-21 00:00:00,CASS,20-29,F,2
2020-04-22 00:00:00,CASS,20-29,F,3
2020-04-23 00:00:00,CASS,20-29,F,9
2020-04-24 00:00:00,CASS,20-29,F,6
2020-04-25 00:00:00,CASS,20-29,F,29
2020-04-26 00:00:00,CASS,20-29,F,38
2020-04-27 00:00:00,CASS,20-29,F,4
2020-04-28 00:00:00,CASS,20-29,F,4
2020-04-29 00:00:00,CASS,20-29,F,2
2020-04-30 00:00:00,CASS,20-29,F,7
2020-05-01 00:00:00,CASS,20-29,F,3
2020-05-02 00:00:00,CASS,20-29,F,10
2020-05-03 00:00:00,CASS,20-29,F,8
2020-05-04 00:00:00,CASS,20-29,F,3
2020-05-05 00:00:00,CASS,20-29,F,8
2020-05-06 00:00:00,CASS,20-29,F,2
2020-05-07 00:00:00,CASS,20-29,F,3
2020-05-08 00:00:00,CASS,20-29,F,2
2020-04-06 00:00:00,CASS,30-39,F,1
2020-04-12 00:00:00,CASS,30-39,F,2
2020-04-15 00:00:00,CASS,30-39,F,1
2020-04-16 00:00:00,CASS,30-39,F,4
2020-04-18 00:00:00,CASS,30-39,F,3
2020-04-19 00:00:00,CASS,30-39,F,1
2020-04-20 00:00:00,CASS,30-39,F,5
2020-04-22 00:00:00,CASS,30-39,F,5
2020-04-23 00:00:00,CASS,30-39,F,6
2020-04-24 00:00:00,CASS,30-39,F,3
2020-04-25 00:00:00,CASS,30-39,F,26
2020-04-26 00:00:00,CASS,30-39,F,35
2020-04-27 00:00:00,CASS,30-39,F,4
2020-04-28 00:00:00,CASS,30-39,F,4
2020-04-29 00:00:00,CASS,30-39,F,6
2020-04-30 00:00:00,CASS,30-39,F,5
2020-05-01 00:00:00,CASS,30-39,F,1
2020-05-02 00:00:00,CASS,30-39,F,7
2020-05-03 00:00:00,CASS,30-39,F,9
2020-05-04 00:00:00,CASS,30-39,F,5
2020-05-05 00:00:00,CASS,30-39,F,4
2020-05-06 00:00:00,CASS,30-39,F,3
2020-05-07 00:00:00,CASS,30-39,F,3
2020-04-06 00:00:00,CASS,40-49,F,2
2020-04-09 00:00:00,CASS,40-49,F,1
2020-04-14 00:00:00,CASS,40-49,F,1
2020-04-16 00:00:00,CASS,40-49,F,1
2020-04-18 00:00:00,CASS,40-49,F,2
2020-04-19 00:00:00,CASS,40-49,F,1
2020-04-20 00:00:00,CASS,40-49,F,1
2020-04-21 00:00:00,CASS,40-49,F,3
2020-04-22 00:00:00,CASS,40-49,F,7
2020-04-23 00:00:00,CASS,40-49,F,9
2020-04-24 00:00:00,CASS,40-49,F,10
2020-04-25 00:00:00,CASS,40-49,F,33
2020-04-26 00:00:00,CASS,40-49,F,39
2020-04-27 00:00:00,CASS,40-49,F,9
2020-04-29 00:00:00,CASS,40-49,F,2
2020-04-30 00:00:00,CASS,40-49,F,5
2020-05-02 00:00:00,CASS,40-49,F,2
2020-05-03 00:00:00,CASS,40-49,F,11
2020-05-04 00:00:00,CASS,40-49,F,7
2020-05-05 00:00:00,CASS,40-49,F,2
2020-05-06 00:00:00,CASS,40-49,F,2
2020-05-07 00:00:00,CASS,40-49,F,4
2020-05-08 00:00:00,CASS,40-49,F,1
2020-03-30 00:00:00,CASS,50-59,F,1
2020-04-03 00:00:00,CASS,50-59,F,1
2020-04-07 00:00:00,CASS,50-59,F,2
2020-04-10 00:00:00,CASS,50-59,F,1
2020-04-14 00:00:00,CASS,50-59,F,2
2020-04-16 00:00:00,CASS,50-59,F,1
2020-04-19 00:00:00,CASS,50-59,F,4
2020-04-20 00:00:00,CASS,50-59,F,2
2020-04-21 00:00:00,CASS,50-59,F,3
2020-04-22 00:00:00,CASS,50-59,F,3
2020-04-23 00:00:00,CASS,50-59,F,6
2020-04-24 00:00:00,CASS,50-59,F,7
2020-04-25 00:00:00,CASS,50-59,F,25
2020-04-26 00:00:00,CASS,50-59,F,27
2020-04-27 00:00:00,CASS,50-59,F,2
2020-04-28 00:00:00,CASS,50-59,F,2
2020-04-29 00:00:00,CASS,50-59,F,4
2020-04-30 00:00:00,CASS,50-59,F,2
2020-05-02 00:00:00,CASS,50-59,F,3
2020-05-03 00:00:00,CASS,50-59,F,1
2020-05-04 00:00:00,CASS,50-59,F,5
2020-05-05 00:00:00,CASS,50-59,F,3
2020-05-06 00:00:00,CASS,50-59,F,5
2020-05-07 00:00:00,CASS,50-59,F,1
2020-04-06 00:00:00,CASS,60-69,F,1
2020-04-10 00:00:00,CASS,60-69,F,1
2020-04-15 00:00:00,CASS,60-69,F,1
2020-04-18 00:00:00,CASS,60-69,F,1
2020-04-22 00:00:00,CASS,60-69,F,5
2020-04-23 00:00:00,CASS,60-69,F,2
2020-04-24 00:00:00,CASS,60-69,F,2
2020-04-25 00:00:00,CASS,60-69,F,4
2020-04-26 00:00:00,CASS,60-69,F,4
2020-04-27 00:00:00,CASS,60-69,F,4
2020-04-29 00:00:00,CASS,60-69,F,3
2020-04-30 00:00:00,CASS,60-69,F,2
2020-05-02 00:00:00,CASS,60-69,F,1
2020-05-03 00:00:00,CASS,60-69,F,1
2020-05-05 00:00:00,CASS,60-69,F,2
2020-05-06 00:00:00,CASS,60-69,F,2
2020-05-07 00:00:00,CASS,60-69,F,1
2020-05-08 00:00:00,CASS,60-69,F,1
2020-04-08 00:00:00,CASS,70-79,F,1
2020-04-10 00:00:00,CASS,70-79,F,1
2020-04-21 00:00:00,CASS,70-79,F,1
2020-04-23 00:00:00,CASS,70-79,F,1
2020-04-26 00:00:00,CASS,70-79,F,1
2020-04-27 00:00:00,CASS,70-79,F,1
2020-04-30 00:00:00,CASS,70-79,F,1
2020-05-01 00:00:00,CASS,70-79,F,1
2020-05-03 00:00:00,CASS,70-79,F,1
2020-05-04 00:00:00,CASS,70-79,F,1
2020-05-08 00:00:00,CASS,70-79,F,1
2020-04-06 00:00:00,CASS,80+,F,1
2020-04-21 00:00:00,CASS,80+,F,1
2020-04-22 00:00:00,CASS,80+,F,1
2020-04-23 00:00:00,CASS,80+,F,1
2020-05-04 00:00:00,CASS,80+,F,1
2020-05-06 00:00:00,CASS,80+,F,1
2020-04-26 00:00:00,CASS,0-19,M,4
